752,0.295
755.8653199,0.289
759.7306397,0.285
763.5959596,0.282
767.4612795,0.28
771.3265993,0.278
775.1919192,0.278
779.0572391,0.278
782.9225589,0.278
786.7878788,0.279
790.6531987,0.279
794.5185185,0.281
798.3838384,0.283
802.2491582,0.283
806.1144781,0.282
809.979798,0.281
813.8451178,0.281
817.7104377,0.281
821.5757576,0.282
825.4410774,0.283
829.3063973,0.284
833.1717172,0.284
837.037037,0.284
840.9023569,0.286
844.7676768,0.286
848.6329966,0.286
852.4983165,0.286
856.3636364,0.286
860.2289562,0.286
864.0942761,0.288
867.959596,0.289
871.8249158,0.291
875.6902357,0.293
879.5555556,0.297
883.4208754,0.297
887.2861953,0.295
891.1515152,0.294
895.016835,0.294
898.8821549,0.296
902.7474747,0.299
906.6127946,0.302
910.4781145,0.303
914.3434343,0.304
918.2087542,0.306
922.0740741,0.308
925.9393939,0.311
929.8047138,0.314
933.6700337,0.318
937.5353535,0.32
941.4006734,0.323
945.2659933,0.326
949.1313131,0.325
952.996633,0.321
956.8619529,0.319
960.7272727,0.321
964.5925926,0.325
968.4579125,0.327
972.3232323,0.323
976.1885522,0.317
980.0538721,0.314
983.9191919,0.316
987.7845118,0.325
991.6498316,0.338
995.5151515,0.347
999.3804714,0.345
1003.245791,0.335
1007.111111,0.323
1010.976431,0.315
1014.841751,0.313
1018.707071,0.314
1022.572391,0.314
1026.43771,0.312
1030.30303,0.311
1034.16835,0.31
1038.03367,0.309
1041.89899,0.309
1045.76431,0.31
1049.62963,0.314
1053.494949,0.32
1057.360269,0.329
1061.225589,0.337
1065.090909,0.341
1068.956229,0.339
1072.821549,0.335
1076.686869,0.329
1080.552189,0.324
1084.417508,0.322
1088.282828,0.321
1092.148148,0.321
1096.013468,0.322
1099.878788,0.323
1103.744108,0.326
1107.609428,0.331
1111.474747,0.337
1115.340067,0.344
1119.205387,0.351
1123.070707,0.357
1126.936027,0.363
1130.801347,0.371
1134.666667,0.382
1138.531987,0.398
1142.397306,0.418
1146.262626,0.44
1150.127946,0.457
1153.993266,0.465
1157.858586,0.464
1161.723906,0.456
1165.589226,0.452
1169.454545,0.455
1173.319865,0.463
1177.185185,0.472
1181.050505,0.477
1184.915825,0.472
1188.781145,0.457
1192.646465,0.438
1196.511785,0.42
1200.377104,0.4
1204.242424,0.378
1208.107744,0.359
1211.973064,0.348
1215.838384,0.344
1219.703704,0.346
1223.569024,0.352
1227.434343,0.362
1231.299663,0.375
1235.164983,0.392
1239.030303,0.409
1242.895623,0.417
1246.760943,0.411
1250.626263,0.397
1254.491582,0.385
1258.356902,0.38
1262.222222,0.382
1266.087542,0.388
1269.952862,0.393
1273.818182,0.391
1277.683502,0.379
1281.548822,0.363
1285.414141,0.351
1289.279461,0.342
1293.144781,0.335
1297.010101,0.331
1300.875421,0.33
1304.740741,0.329
1308.606061,0.326
1312.47138,0.324
1316.3367,0.322
1320.20202,0.321
1324.06734,0.32
1327.93266,0.32
1331.79798,0.32
1335.6633,0.321
1339.52862,0.322
1343.393939,0.321
1347.259259,0.321
1351.124579,0.321
1354.989899,0.322
1358.855219,0.324
1362.720539,0.327
1366.585859,0.335
1370.451178,0.339
1374.316498,0.337
1378.181818,0.337
1382.047138,0.339
1385.912458,0.341
1389.777778,0.343
1393.643098,0.343
1397.508418,0.338
1401.373737,0.333
1405.239057,0.33
1409.104377,0.325
1412.969697,0.322
1416.835017,0.321
1420.700337,0.32
1424.565657,0.319
1428.430976,0.321
1432.296296,0.325
1436.161616,0.329
1440.026936,0.335
1443.892256,0.344
1447.757576,0.354
1451.622896,0.359
1455.488215,0.36
1459.353535,0.36
1463.218855,0.363
1467.084175,0.373
1470.949495,0.381
1474.814815,0.379
1478.680135,0.368
1482.545455,0.363
1486.410774,0.361
1490.276094,0.354
1494.141414,0.339
1498.006734,0.328
1501.872054,0.32
1505.737374,0.319
1509.602694,0.316
1513.468013,0.315
1517.333333,0.315
1521.198653,0.314
1525.063973,0.312
1528.929293,0.312
1532.794613,0.312
1536.659933,0.312
1540.525253,0.313
1544.390572,0.311
1548.255892,0.311
1552.121212,0.312
1555.986532,0.313
1559.851852,0.312
1563.717172,0.311
1567.582492,0.312
1571.447811,0.312
1575.313131,0.312
1579.178451,0.311
1583.043771,0.312
1586.909091,0.312
1590.774411,0.312
1594.639731,0.312
1598.505051,0.312
1602.37037,0.313
1606.23569,0.313
1610.10101,0.313
1613.96633,0.313
1617.83165,0.312
1621.69697,0.312
1625.56229,0.311
1629.427609,0.311
1633.292929,0.312
1637.158249,0.312
1641.023569,0.311
1644.888889,0.312
1648.754209,0.312
1652.619529,0.312
1656.484848,0.31
1660.350168,0.311
1664.215488,0.311
1668.080808,0.312
1671.946128,0.312
1675.811448,0.313
1679.676768,0.315
1683.542088,0.317
1687.407407,0.317
1691.272727,0.318
1695.138047,0.319
